locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMADFCGA_01133	CDS	999				hypothetical protein
AMADFCGA_01134	CDS	225				hypothetical protein
AMADFCGA_01135	CDS	756				hypothetical protein
AMADFCGA_01136	CDS	573				hypothetical protein
AMADFCGA_01137	CDS	897	cheV_1		COG0784	Chemotaxis protein CheV
AMADFCGA_01138	CDS	510	dsbB_2		COG1495	Disulfide bond formation protein B
AMADFCGA_01139	CDS	201				hypothetical protein
AMADFCGA_01140	CDS	942	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
AMADFCGA_01141	CDS	2013	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
AMADFCGA_01142	CDS	633	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
AMADFCGA_01143	CDS	333	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
AMADFCGA_01144	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
AMADFCGA_01145	CDS	885				hypothetical protein
AMADFCGA_01146	CDS	642	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
AMADFCGA_01147	CDS	1020	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AMADFCGA_01148	CDS	999				hypothetical protein
AMADFCGA_01149	CDS	789	pheC			Cyclohexadienyl dehydratase
AMADFCGA_01150	CDS	297				hypothetical protein
AMADFCGA_01151	CDS	1011		1.3.1.103		2-haloacrylate reductase
AMADFCGA_01152	CDS	519	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
AMADFCGA_01153	CDS	210				hypothetical protein
AMADFCGA_01154	CDS	963				hypothetical protein
AMADFCGA_01155	CDS	102				hypothetical protein
AMADFCGA_01156	CDS	1257				hypothetical protein
AMADFCGA_01157	CDS	318				hypothetical protein
AMADFCGA_01158	CDS	2244				hypothetical protein
AMADFCGA_01159	CDS	270				hypothetical protein
AMADFCGA_01160	CDS	747				hypothetical protein
AMADFCGA_01161	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
AMADFCGA_01162	CDS	396				hypothetical protein
AMADFCGA_01163	CDS	678	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AMADFCGA_01164	CDS	1536	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
AMADFCGA_01165	CDS	687	rutB_3	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
AMADFCGA_01166	CDS	1017	amiF	3.5.1.49	COG0388	Formamidase
AMADFCGA_01167	CDS	921				hypothetical protein
AMADFCGA_01168	CDS	1110				hypothetical protein
AMADFCGA_01169	CDS	1110				Purine-binding protein
AMADFCGA_01170	CDS	1818	atzF_1	3.5.1.54		Allophanate hydrolase
AMADFCGA_01171	CDS	381				hypothetical protein
AMADFCGA_01172	CDS	480	lrp_3		COG1522	Leucine-responsive regulatory protein
AMADFCGA_01173	CDS	381				hypothetical protein
AMADFCGA_01174	CDS	423				hypothetical protein
AMADFCGA_01175	CDS	1398	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
AMADFCGA_01176	CDS	960	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AMADFCGA_01177	CDS	621	bacA_1	4.1.1.100		Prephenate decarboxylase
AMADFCGA_01178	CDS	570				hypothetical protein
AMADFCGA_01179	CDS	975		1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
AMADFCGA_01180	CDS	621				hypothetical protein
AMADFCGA_01181	CDS	1422	iolT			Major myo-inositol transporter IolT
AMADFCGA_01182	CDS	417				hypothetical protein
AMADFCGA_01183	CDS	627				hypothetical protein
AMADFCGA_01184	CDS	540				IS3 family transposase ISPsy9
AMADFCGA_01185	CDS	837				IS3 family transposase ISPsy9
AMADFCGA_01186	CDS	195				hypothetical protein
AMADFCGA_01187	CDS	1746				hypothetical protein
AMADFCGA_01188	CDS	486				hypothetical protein
AMADFCGA_01189	CDS	288				hypothetical protein
AMADFCGA_01190	CDS	954	aes	3.1.1.-		Acetyl esterase
AMADFCGA_01191	CDS	1020	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
AMADFCGA_01192	CDS	849	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
AMADFCGA_01193	CDS	1302	nicT			Putative metabolite transport protein NicT
AMADFCGA_01194	CDS	750	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AMADFCGA_01195	CDS	918	perR_2			HTH-type transcriptional regulator PerR
AMADFCGA_01196	CDS	945				hypothetical protein
AMADFCGA_01197	CDS	1452				hypothetical protein
AMADFCGA_01198	CDS	1329				hypothetical protein
AMADFCGA_01199	CDS	495				hypothetical protein
AMADFCGA_01200	CDS	2160	hopM1			Effector protein HopM1
AMADFCGA_01201	CDS	390				hypothetical protein
AMADFCGA_01202	CDS	5370				hypothetical protein
AMADFCGA_01203	CDS	1524				hypothetical protein
AMADFCGA_01204	CDS	945	atoC_3		COG2204	Regulatory protein AtoC
AMADFCGA_01205	CDS	909	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
AMADFCGA_01206	CDS	327	hrpA			Hrp pili protein HrpA
AMADFCGA_01207	CDS	1029	hrpZ			Harpin HrpZ
AMADFCGA_01208	CDS	375				hypothetical protein
AMADFCGA_01209	CDS	807				hypothetical protein
AMADFCGA_01210	CDS	528				hypothetical protein
AMADFCGA_01211	CDS	582				hypothetical protein
AMADFCGA_01212	CDS	225				hypothetical protein
AMADFCGA_01213	CDS	432				hypothetical protein
AMADFCGA_01214	CDS	2106	sctC_1			Type 3 secretion system secretin
AMADFCGA_01215	CDS	204				hypothetical protein
AMADFCGA_01216	CDS	348				hypothetical protein
AMADFCGA_01217	CDS	861				hypothetical protein
AMADFCGA_01218	CDS	1704				hypothetical protein
AMADFCGA_01219	CDS	1080	yscU_1			Yop proteins translocation protein U
AMADFCGA_01220	CDS	795	spaR		COG4791	Surface presentation of antigens protein SpaR
AMADFCGA_01221	CDS	267	spaQ		COG4794	Surface presentation of antigens protein SpaQ
AMADFCGA_01222	CDS	654	spaP_1		COG4790	Surface presentation of antigens protein SpaP
AMADFCGA_01223	CDS	402	hrcQb			Type III secretion protein HrcQb
AMADFCGA_01224	CDS	717	hrcQa			Type III secretion protein hrcQa
AMADFCGA_01225	CDS	573				hypothetical protein
AMADFCGA_01226	CDS	447				hypothetical protein
AMADFCGA_01227	CDS	1350	hrcN	7.1.2.2	COG1157	Type III secretion ATP synthase HrcN
AMADFCGA_01228	CDS	975				hypothetical protein
AMADFCGA_01229	CDS	2088	invA_1		COG4789	Invasion protein InvA
AMADFCGA_01230	CDS	1107				hypothetical protein
AMADFCGA_01231	CDS	555	ecfG			ECF RNA polymerase sigma factor EcfG
AMADFCGA_01232	CDS	2307				hypothetical protein
AMADFCGA_01233	CDS	381				hypothetical protein
AMADFCGA_01234	CDS	1149				hypothetical protein
AMADFCGA_01235	tRNA	85				tRNA-Leu(caa)
AMADFCGA_01236	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
AMADFCGA_01237	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
AMADFCGA_01238	CDS	336	yajC		COG1862	Sec translocon accessory complex subunit YajC
AMADFCGA_01239	CDS	1869	secD		COG0342	Protein translocase subunit SecD
AMADFCGA_01240	CDS	912	secF		COG0341	Protein translocase subunit SecF
AMADFCGA_01241	CDS	540				hypothetical protein
AMADFCGA_01242	CDS	816	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
AMADFCGA_01243	CDS	765	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
AMADFCGA_01244	CDS	777	cysE	2.3.1.30	COG1045	Serine acetyltransferase
AMADFCGA_01245	CDS	453	iscR		COG1959	HTH-type transcriptional regulator IscR
AMADFCGA_01246	CDS	1215	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
AMADFCGA_01247	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
AMADFCGA_01248	CDS	324	iscA		COG0316	Iron-binding protein IscA
AMADFCGA_01249	CDS	552	hscB		COG1076	Co-chaperone protein HscB
AMADFCGA_01250	CDS	1863	hscA		COG0443	Chaperone protein HscA
AMADFCGA_01251	CDS	342	fdx_1		COG0633	2Fe-2S ferredoxin
AMADFCGA_01252	CDS	201	iscX		COG2975	Protein IscX
AMADFCGA_01253	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
AMADFCGA_01254	CDS	1149	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
AMADFCGA_01255	CDS	759				hypothetical protein
AMADFCGA_01256	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
AMADFCGA_01257	CDS	1110	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
AMADFCGA_01258	CDS	1290	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AMADFCGA_01259	CDS	642				hypothetical protein
AMADFCGA_01260	CDS	1155	bamB		COG1520	Outer membrane protein assembly factor BamB
AMADFCGA_01261	CDS	1473	der_1		COG1160	GTPase Der
AMADFCGA_01262	CDS	1149	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
AMADFCGA_01263	CDS	792	yafV	3.5.1.3		Omega-amidase YafV
AMADFCGA_01264	CDS	453				hypothetical protein
AMADFCGA_01265	CDS	870		4.1.1.112	COG2513	Oxaloacetate decarboxylase
AMADFCGA_01266	CDS	1671	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
AMADFCGA_01267	CDS	111				hypothetical protein
AMADFCGA_01268	CDS	825				hypothetical protein
AMADFCGA_01269	CDS	1416	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AMADFCGA_01270	CDS	549				hypothetical protein
AMADFCGA_01271	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
AMADFCGA_01272	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
AMADFCGA_01273	CDS	219				hypothetical protein
AMADFCGA_01274	CDS	279				hypothetical protein
AMADFCGA_01275	CDS	1137				hypothetical protein
AMADFCGA_01276	CDS	255				hypothetical protein
AMADFCGA_01277	CDS	1836				hypothetical protein
AMADFCGA_01278	CDS	1431	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
AMADFCGA_01279	CDS	657				hypothetical protein
AMADFCGA_01280	CDS	1305				hypothetical protein
AMADFCGA_01281	CDS	243				hypothetical protein
AMADFCGA_01282	CDS	2718	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
AMADFCGA_01283	CDS	990				hypothetical protein
AMADFCGA_01284	CDS	3768				hypothetical protein
AMADFCGA_01285	CDS	93				hypothetical protein
AMADFCGA_01286	CDS	1374	mco	1.-.-.-		Multicopper oxidase mco
AMADFCGA_01287	CDS	510	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
AMADFCGA_01288	CDS	1431	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
AMADFCGA_01289	CDS	3897	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
AMADFCGA_01290	CDS	312			COG0327	GTP cyclohydrolase 1 type 2 
AMADFCGA_01291	CDS	564				hypothetical protein
AMADFCGA_01292	CDS	552	nudC_1	3.6.1.22		NADH pyrophosphatase
AMADFCGA_01293	CDS	597	nudL	3.6.1.-		putative Nudix hydrolase NudL
AMADFCGA_01294	CDS	525	yrdA_2		COG0663	Protein YrdA
AMADFCGA_01295	CDS	219				hypothetical protein
AMADFCGA_01296	CDS	468				hypothetical protein
AMADFCGA_01297	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AMADFCGA_01298	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
AMADFCGA_01299	CDS	1248				hypothetical protein
AMADFCGA_01300	CDS	813	ypjD		COG4137	Inner membrane protein YpjD
AMADFCGA_01301	CDS	1377	ffh		COG0541	Signal recognition particle protein
AMADFCGA_01302	CDS	258	rpsP		COG0228	30S ribosomal protein S16
AMADFCGA_01303	CDS	540	rimM		COG0806	Ribosome maturation factor RimM
AMADFCGA_01304	CDS	753	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
AMADFCGA_01305	CDS	351	rplS		COG0335	50S ribosomal protein L19
AMADFCGA_01306	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
AMADFCGA_01307	CDS	741	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
AMADFCGA_01308	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
AMADFCGA_01309	CDS	1410	thrC	4.2.3.1	COG0498	Threonine synthase
AMADFCGA_01310	CDS	3630	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
AMADFCGA_01311	CDS	1362				hypothetical protein
AMADFCGA_01312	CDS	663	rcsB		COG2197	Transcriptional regulatory protein RcsB
AMADFCGA_01313	CDS	297				hypothetical protein
AMADFCGA_01314	CDS	168				hypothetical protein
AMADFCGA_01315	CDS	879				hypothetical protein
AMADFCGA_01316	CDS	543	yaeQ		COG4681	putative protein YaeQ
AMADFCGA_01317	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AMADFCGA_01318	CDS	1107	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
AMADFCGA_01319	tRNA	84				tRNA-SeC(tca)
AMADFCGA_01320	CDS	747				hypothetical protein
AMADFCGA_01321	CDS	5973				hypothetical protein
AMADFCGA_01322	CDS	1623				hypothetical protein
AMADFCGA_01323	CDS	537				hypothetical protein
AMADFCGA_01324	CDS	1281	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
AMADFCGA_01325	CDS	690				hypothetical protein
AMADFCGA_01326	CDS	2370	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
AMADFCGA_01327	CDS	1011	cheB_3	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
AMADFCGA_01328	CDS	1005	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
AMADFCGA_01329	CDS	882	prfB		COG1186	Peptide chain release factor RF2
AMADFCGA_01330	CDS	1503	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
AMADFCGA_01331	CDS	726				hypothetical protein
AMADFCGA_01332	CDS	867				hypothetical protein
AMADFCGA_01333	CDS	420				hypothetical protein
AMADFCGA_01334	CDS	897	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
AMADFCGA_01335	CDS	321				hypothetical protein
AMADFCGA_01336	CDS	369	oprF_1			Outer membrane porin F
AMADFCGA_01337	CDS	204				hypothetical protein
AMADFCGA_01338	CDS	399				hypothetical protein
AMADFCGA_01339	CDS	756	ppc_1	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
AMADFCGA_01340	CDS	1899	ppc_2	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
AMADFCGA_01341	CDS	648	adk	2.7.4.3		Adenylate kinase
AMADFCGA_01342	CDS	675	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
AMADFCGA_01343	CDS	312				hypothetical protein
AMADFCGA_01344	CDS	864				hypothetical protein
AMADFCGA_01345	CDS	690				hypothetical protein
AMADFCGA_01346	CDS	624				hypothetical protein
AMADFCGA_01347	CDS	810	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
AMADFCGA_01348	CDS	690				hypothetical protein
AMADFCGA_01349	CDS	351				hypothetical protein
AMADFCGA_01350	CDS	2502	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
AMADFCGA_01351	CDS	231				hypothetical protein
AMADFCGA_01352	CDS	171				hypothetical protein
AMADFCGA_01353	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
AMADFCGA_01354	CDS	1152	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
AMADFCGA_01355	CDS	2496				hypothetical protein
AMADFCGA_01356	CDS	2496				hypothetical protein
AMADFCGA_01357	CDS	831	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
AMADFCGA_01358	CDS	408	sufE		COG2166	Cysteine desulfuration protein SufE
AMADFCGA_01359	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
AMADFCGA_01360	CDS	1035	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
AMADFCGA_01361	CDS	348	yffB		COG1393	Protein YffB
AMADFCGA_01362	CDS	231				hypothetical protein
AMADFCGA_01363	CDS	834				hypothetical protein
AMADFCGA_01364	CDS	1194	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
AMADFCGA_01365	CDS	2697	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
AMADFCGA_01366	CDS	783	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
AMADFCGA_01367	CDS	744	rpsB		COG0052	30S ribosomal protein S2
AMADFCGA_01368	CDS	864	tsf		COG0264	Elongation factor Ts
AMADFCGA_01369	CDS	741	pyrH	2.7.4.22	COG0528	Uridylate kinase
AMADFCGA_01370	CDS	558	frr		COG0233	Ribosome-recycling factor
AMADFCGA_01371	CDS	756	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AMADFCGA_01372	CDS	816	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
AMADFCGA_01373	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
AMADFCGA_01374	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
AMADFCGA_01375	CDS	2391	bamA_1		COG4775	Outer membrane protein assembly factor BamA
AMADFCGA_01376	CDS	504				hypothetical protein
AMADFCGA_01377	CDS	1056	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
AMADFCGA_01378	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AMADFCGA_01379	CDS	777	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
AMADFCGA_01380	CDS	1143	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
AMADFCGA_01381	CDS	657	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AMADFCGA_01382	CDS	3522	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AMADFCGA_01383	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
AMADFCGA_01384	CDS	1284	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AMADFCGA_01385	CDS	1632	pyrG_1	6.3.4.2	COG0504	CTP synthase
AMADFCGA_01386	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
AMADFCGA_01387	CDS	1287	eno_1	4.2.1.11		Enolase
AMADFCGA_01388	CDS	279	ftsB			Cell division protein FtsB
AMADFCGA_01389	CDS	777	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AMADFCGA_01390	CDS	897	pgrR_1			HTH-type transcriptional regulator PgrR
AMADFCGA_01391	CDS	1113	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
AMADFCGA_01392	CDS	846	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
AMADFCGA_01393	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AMADFCGA_01394	CDS	1059	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
AMADFCGA_01395	CDS	750	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
AMADFCGA_01396	CDS	678	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AMADFCGA_01397	CDS	867	nlpD			Murein hydrolase activator NlpD
AMADFCGA_01398	CDS	1008	rpoS			RNA polymerase sigma factor RpoS
AMADFCGA_01399	CDS	324	fdxA		COG1146	Ferredoxin 1
AMADFCGA_01400	CDS	2580	mutS		COG0249	DNA mismatch repair protein MutS
AMADFCGA_01401	CDS	516	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
AMADFCGA_01402	CDS	1065	recA		COG0468	Protein RecA
AMADFCGA_01403	CDS	423	recX		COG2137	Regulatory protein RecX
AMADFCGA_01404	CDS	1113				hypothetical protein
AMADFCGA_01405	CDS	417				hypothetical protein
AMADFCGA_01406	CDS	711				hypothetical protein
AMADFCGA_01407	CDS	648	lnrK		COG2197	Transcriptional regulatory protein LnrK
AMADFCGA_01408	CDS	366	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
AMADFCGA_01409	CDS	894	cmpR_1			HTH-type transcriptional activator CmpR
AMADFCGA_01410	CDS	780	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
AMADFCGA_01411	CDS	693	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
AMADFCGA_01412	CDS	462				hypothetical protein
AMADFCGA_01413	CDS	711	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AMADFCGA_01414	CDS	441	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
AMADFCGA_01415	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
AMADFCGA_01416	CDS	1092				hypothetical protein
AMADFCGA_01417	CDS	1896	kup			Low affinity potassium transport system protein kup
AMADFCGA_01418	CDS	1335				hypothetical protein
AMADFCGA_01419	CDS	2643	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
AMADFCGA_01420	tRNA	77				tRNA-Met(cat)
AMADFCGA_01421	tRNA	77				tRNA-Met(cat)
AMADFCGA_01422	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
AMADFCGA_01423	CDS	957				hypothetical protein
AMADFCGA_01424	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AMADFCGA_01425	CDS	1323	oprD_1	3.4.21.-		Porin D
AMADFCGA_01426	CDS	426				hypothetical protein
AMADFCGA_01427	CDS	207	slyX			Protein SlyX
AMADFCGA_01428	CDS	609				hypothetical protein
AMADFCGA_01429	CDS	474			COG0783	putative protein
AMADFCGA_01430	CDS	258				hypothetical protein
AMADFCGA_01431	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
AMADFCGA_01432	CDS	747	pmpR		COG0217	Transcriptional regulatory protein PmpR
AMADFCGA_01433	CDS	525	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
AMADFCGA_01434	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AMADFCGA_01435	CDS	1062	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AMADFCGA_01436	CDS	468	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
AMADFCGA_01437	CDS	696	tolQ_4		COG0811	Tol-Pal system protein TolQ
AMADFCGA_01438	CDS	465	exbD_4		COG0848	Biopolymer transport protein ExbD
AMADFCGA_01439	CDS	1071				hypothetical protein
AMADFCGA_01440	CDS	1302	tolB		COG0823	Tol-Pal system protein TolB
AMADFCGA_01441	CDS	504	pal_1		COG2885	Peptidoglycan-associated lipoprotein
AMADFCGA_01442	CDS	627	cpoB		COG1729	Cell division coordinator CpoB
AMADFCGA_01443	CDS	648	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
AMADFCGA_01444	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
AMADFCGA_01445	tRNA	76				tRNA-Lys(ttt)
AMADFCGA_01446	CDS	1422	xerC_2			Tyrosine recombinase XerC
AMADFCGA_01447	CDS	1920				hypothetical protein
AMADFCGA_01448	CDS	693	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
AMADFCGA_01449	CDS	435	umuD_1	3.4.21.-	COG1974	Protein UmuD
AMADFCGA_01450	CDS	1281	umuC		COG0389	Protein UmuC
AMADFCGA_01451	CDS	390				hypothetical protein
AMADFCGA_01452	CDS	1539				hypothetical protein
AMADFCGA_01453	CDS	375				hypothetical protein
AMADFCGA_01454	CDS	1368				hypothetical protein
AMADFCGA_01455	CDS	939				hypothetical protein
AMADFCGA_01456	CDS	474				hypothetical protein
AMADFCGA_01457	CDS	324				hypothetical protein
AMADFCGA_01458	CDS	285				hypothetical protein
AMADFCGA_01459	CDS	240				hypothetical protein
AMADFCGA_01460	CDS	768				hypothetical protein
AMADFCGA_01461	CDS	378				hypothetical protein
AMADFCGA_01462	CDS	987				hypothetical protein
AMADFCGA_01463	CDS	192				hypothetical protein
AMADFCGA_01464	CDS	555				hypothetical protein
AMADFCGA_01465	CDS	354				hypothetical protein
AMADFCGA_01466	CDS	687				hypothetical protein
AMADFCGA_01467	CDS	300				hypothetical protein
AMADFCGA_01468	CDS	3009				hypothetical protein
AMADFCGA_01469	CDS	456				hypothetical protein
AMADFCGA_01470	CDS	1485				hypothetical protein
AMADFCGA_01471	CDS	924				hypothetical protein
AMADFCGA_01472	CDS	669				hypothetical protein
AMADFCGA_01473	CDS	393				hypothetical protein
AMADFCGA_01474	CDS	369				hypothetical protein
AMADFCGA_01475	CDS	240				hypothetical protein
AMADFCGA_01476	CDS	363				hypothetical protein
AMADFCGA_01477	CDS	945				hypothetical protein
AMADFCGA_01478	CDS	1563				hypothetical protein
AMADFCGA_01479	CDS	327				hypothetical protein
AMADFCGA_01480	CDS	1464	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
AMADFCGA_01481	CDS	750				hypothetical protein
AMADFCGA_01482	CDS	2160				hypothetical protein
AMADFCGA_01483	CDS	507				hypothetical protein
AMADFCGA_01484	CDS	558				hypothetical protein
AMADFCGA_01485	CDS	747				hypothetical protein
AMADFCGA_01486	CDS	711				hypothetical protein
AMADFCGA_01487	CDS	177				hypothetical protein
AMADFCGA_01488	CDS	774				hypothetical protein
AMADFCGA_01489	CDS	627				hypothetical protein
AMADFCGA_01490	CDS	774				hypothetical protein
AMADFCGA_01491	CDS	540				hypothetical protein
AMADFCGA_01492	CDS	903				hypothetical protein
AMADFCGA_01493	CDS	1290				hypothetical protein
AMADFCGA_01494	CDS	1452				hypothetical protein
AMADFCGA_01495	CDS	600				hypothetical protein
AMADFCGA_01496	CDS	525				hypothetical protein
AMADFCGA_01497	CDS	612				hypothetical protein
AMADFCGA_01498	CDS	333				hypothetical protein
AMADFCGA_01499	CDS	318				hypothetical protein
AMADFCGA_01500	CDS	156				hypothetical protein
AMADFCGA_01501	CDS	573				hypothetical protein
AMADFCGA_01502	CDS	231				hypothetical protein
AMADFCGA_01503	CDS	240				hypothetical protein
AMADFCGA_01504	CDS	267				hypothetical protein
AMADFCGA_01505	CDS	2022	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
AMADFCGA_01506	CDS	963	xerC_3		COG4974	Tyrosine recombinase XerC
AMADFCGA_01507	CDS	381				hypothetical protein
