locus_tag	ftype	length_bp	gene	EC_number	COG	product
INPMIPDD_01081	CDS	1287				putative sugar-binding periplasmic protein
INPMIPDD_01082	CDS	909	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
INPMIPDD_01083	CDS	846	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
INPMIPDD_01084	CDS	1170	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
INPMIPDD_01085	CDS	1362	oprB		COG3659	Porin B
INPMIPDD_01086	CDS	876	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
INPMIPDD_01087	CDS	867	hexR_2		COG1737	HTH-type transcriptional regulator HexR
INPMIPDD_01088	CDS	1470	zwf_1	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
INPMIPDD_01089	CDS	714	pgl_1	3.1.1.31		6-phosphogluconolactonase
INPMIPDD_01090	CDS	675	eda	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
INPMIPDD_01091	CDS	240				hypothetical protein
INPMIPDD_01092	CDS	483				hypothetical protein
INPMIPDD_01093	CDS	1530				hypothetical protein
INPMIPDD_01094	CDS	1365	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
INPMIPDD_01095	CDS	678	czcR_1			Transcriptional activator protein CzcR
INPMIPDD_01096	CDS	3105	mdtB_1			Multidrug resistance protein MdtB
INPMIPDD_01097	CDS	1167	mdtA_2			Multidrug resistance protein MdtA
INPMIPDD_01098	CDS	381				hypothetical protein
INPMIPDD_01099	CDS	585				hypothetical protein
INPMIPDD_01100	CDS	753	yadV_1			putative fimbrial chaperone YadV
INPMIPDD_01101	CDS	2535	fimD_1		COG3188	Outer membrane usher protein FimD
INPMIPDD_01102	CDS	786	yadV_2			putative fimbrial chaperone YadV
INPMIPDD_01103	CDS	999				hypothetical protein
INPMIPDD_01104	CDS	225				hypothetical protein
INPMIPDD_01105	CDS	756				hypothetical protein
INPMIPDD_01106	CDS	573				hypothetical protein
INPMIPDD_01107	CDS	897	cheV_1		COG0784	Chemotaxis protein CheV
INPMIPDD_01108	CDS	510	dsbB_1			Disulfide bond formation protein B
INPMIPDD_01109	CDS	201				hypothetical protein
INPMIPDD_01110	CDS	942	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
INPMIPDD_01111	CDS	2013	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
INPMIPDD_01112	CDS	633	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
INPMIPDD_01113	CDS	333	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
INPMIPDD_01114	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
INPMIPDD_01115	CDS	885				hypothetical protein
INPMIPDD_01116	CDS	642	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
INPMIPDD_01117	CDS	1020	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
INPMIPDD_01118	CDS	999				hypothetical protein
INPMIPDD_01119	CDS	789	pheC			Cyclohexadienyl dehydratase
INPMIPDD_01120	CDS	297				hypothetical protein
INPMIPDD_01121	CDS	1011		1.3.1.103		2-haloacrylate reductase
INPMIPDD_01122	CDS	519	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
INPMIPDD_01123	CDS	210				hypothetical protein
INPMIPDD_01124	CDS	429				hypothetical protein
INPMIPDD_01125	CDS	963				hypothetical protein
INPMIPDD_01126	CDS	1740	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
INPMIPDD_01127	CDS	1257				hypothetical protein
INPMIPDD_01128	CDS	2247				hypothetical protein
INPMIPDD_01129	CDS	489	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
INPMIPDD_01130	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
INPMIPDD_01131	CDS	396				hypothetical protein
INPMIPDD_01132	CDS	678	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
INPMIPDD_01133	CDS	1536	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
INPMIPDD_01134	CDS	687	rutB_3	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
INPMIPDD_01135	CDS	1017	amiF	3.5.1.49	COG0388	Formamidase
INPMIPDD_01136	CDS	921				hypothetical protein
INPMIPDD_01137	CDS	1110				hypothetical protein
INPMIPDD_01138	CDS	1110				Purine-binding protein
INPMIPDD_01139	CDS	1818	atzF_1	3.5.1.54		Allophanate hydrolase
INPMIPDD_01140	CDS	381				hypothetical protein
INPMIPDD_01141	CDS	480	lrp_3		COG1522	Leucine-responsive regulatory protein
INPMIPDD_01142	CDS	621				hypothetical protein
INPMIPDD_01143	CDS	1422	iolT			Major myo-inositol transporter IolT
INPMIPDD_01144	CDS	417				hypothetical protein
INPMIPDD_01145	CDS	627				hypothetical protein
INPMIPDD_01146	CDS	195				hypothetical protein
INPMIPDD_01147	CDS	1746				hypothetical protein
INPMIPDD_01148	CDS	486				hypothetical protein
INPMIPDD_01149	CDS	288				hypothetical protein
INPMIPDD_01150	CDS	954	aes_1	3.1.1.-		Acetyl esterase
INPMIPDD_01151	CDS	1020	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
INPMIPDD_01152	CDS	849	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
INPMIPDD_01153	CDS	1302	nicT_1			Putative metabolite transport protein NicT
INPMIPDD_01154	CDS	750	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
INPMIPDD_01155	CDS	918	perR_1			HTH-type transcriptional regulator PerR
INPMIPDD_01156	CDS	945				hypothetical protein
INPMIPDD_01157	CDS	1452				hypothetical protein
INPMIPDD_01158	CDS	1332				hypothetical protein
INPMIPDD_01159	CDS	495				hypothetical protein
INPMIPDD_01160	CDS	2160	hopM1			Effector protein HopM1
INPMIPDD_01161	CDS	390				hypothetical protein
INPMIPDD_01162	CDS	5370				hypothetical protein
INPMIPDD_01163	CDS	1524				hypothetical protein
INPMIPDD_01164	CDS	945	atoC_2		COG2204	Regulatory protein AtoC
INPMIPDD_01165	CDS	909	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
INPMIPDD_01166	CDS	327	hrpA			Hrp pili protein HrpA
INPMIPDD_01167	CDS	1029	hrpZ			Harpin HrpZ
INPMIPDD_01168	CDS	375				hypothetical protein
INPMIPDD_01169	CDS	807				hypothetical protein
INPMIPDD_01170	CDS	528				hypothetical protein
INPMIPDD_01171	CDS	582				hypothetical protein
INPMIPDD_01172	CDS	225				hypothetical protein
INPMIPDD_01173	CDS	432				hypothetical protein
INPMIPDD_01174	CDS	2109	sctC_1			Type 3 secretion system secretin
INPMIPDD_01175	CDS	204				hypothetical protein
INPMIPDD_01176	CDS	348				hypothetical protein
INPMIPDD_01177	CDS	1080	yscU			Yop proteins translocation protein U
INPMIPDD_01178	CDS	795	spaR		COG4791	Surface presentation of antigens protein SpaR
INPMIPDD_01179	CDS	267	spaQ		COG4794	Surface presentation of antigens protein SpaQ
INPMIPDD_01180	CDS	654	spaP		COG4790	Surface presentation of antigens protein SpaP
INPMIPDD_01181	CDS	402	hrcQb			Type III secretion protein HrcQb
INPMIPDD_01182	CDS	717	hrcQa			Type III secretion protein hrcQa
INPMIPDD_01183	CDS	573				hypothetical protein
INPMIPDD_01184	CDS	447				hypothetical protein
INPMIPDD_01185	CDS	1350	hrcN	7.1.2.2	COG1157	Type III secretion ATP synthase HrcN
INPMIPDD_01186	CDS	975				hypothetical protein
INPMIPDD_01187	CDS	2088	invA		COG4789	Invasion protein InvA
INPMIPDD_01188	CDS	1107				hypothetical protein
INPMIPDD_01189	CDS	555	ecfG			ECF RNA polymerase sigma factor EcfG
INPMIPDD_01190	CDS	2307				hypothetical protein
INPMIPDD_01191	CDS	111				hypothetical protein
INPMIPDD_01192	CDS	300				hypothetical protein
INPMIPDD_01193	CDS	1236				hypothetical protein
INPMIPDD_01194	CDS	468				hypothetical protein
INPMIPDD_01195	CDS	255				hypothetical protein
INPMIPDD_01196	tRNA	85				tRNA-Leu(caa)
INPMIPDD_01197	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
INPMIPDD_01198	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
INPMIPDD_01199	CDS	336	yajC		COG1862	Sec translocon accessory complex subunit YajC
INPMIPDD_01200	CDS	1869	secD		COG0342	Protein translocase subunit SecD
INPMIPDD_01201	CDS	912	secF		COG0341	Protein translocase subunit SecF
INPMIPDD_01202	CDS	540				hypothetical protein
INPMIPDD_01203	CDS	816	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
INPMIPDD_01204	CDS	765	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
INPMIPDD_01205	CDS	777	cysE	2.3.1.30	COG1045	Serine acetyltransferase
INPMIPDD_01206	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
INPMIPDD_01207	CDS	1215	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
INPMIPDD_01208	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
INPMIPDD_01209	CDS	324	iscA		COG0316	Iron-binding protein IscA
INPMIPDD_01210	CDS	522	hscB		COG1076	Co-chaperone protein HscB
INPMIPDD_01211	CDS	1863	hscA		COG0443	Chaperone protein HscA
INPMIPDD_01212	CDS	342	fdx_1		COG0633	2Fe-2S ferredoxin
INPMIPDD_01213	CDS	201	iscX		COG2975	Protein IscX
INPMIPDD_01214	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
INPMIPDD_01215	CDS	1149	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
INPMIPDD_01216	CDS	759				hypothetical protein
INPMIPDD_01217	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
INPMIPDD_01218	CDS	1110	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
INPMIPDD_01219	CDS	1290	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
INPMIPDD_01220	CDS	642				hypothetical protein
INPMIPDD_01221	CDS	1155	bamB		COG1520	Outer membrane protein assembly factor BamB
INPMIPDD_01222	CDS	1473	der_1		COG1160	GTPase Der
INPMIPDD_01223	CDS	1149	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
INPMIPDD_01224	CDS	792	yafV	3.5.1.3		Omega-amidase YafV
INPMIPDD_01225	CDS	447				hypothetical protein
INPMIPDD_01226	CDS	870		4.1.1.112	COG2513	Oxaloacetate decarboxylase
INPMIPDD_01227	CDS	1671	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
INPMIPDD_01228	CDS	825				hypothetical protein
INPMIPDD_01229	CDS	1416	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
INPMIPDD_01230	CDS	549				hypothetical protein
INPMIPDD_01231	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
INPMIPDD_01232	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
INPMIPDD_01233	CDS	1590	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
INPMIPDD_01234	CDS	1188	hmp	1.14.12.17		Flavohemoprotein
INPMIPDD_01235	CDS	1086	pnoA	1.13.12.-		Nitronate monooxygenase
INPMIPDD_01236	CDS	390				hypothetical protein
INPMIPDD_01237	CDS	486				hypothetical protein
INPMIPDD_01238	CDS	735				hypothetical protein
INPMIPDD_01239	CDS	1977				hypothetical protein
INPMIPDD_01240	CDS	1539	mco	1.-.-.-		Multicopper oxidase mco
INPMIPDD_01241	CDS	510	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
INPMIPDD_01242	CDS	1434	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
INPMIPDD_01243	CDS	3897	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
INPMIPDD_01244	CDS	312			COG0327	GTP cyclohydrolase 1 type 2 
INPMIPDD_01245	CDS	564				hypothetical protein
INPMIPDD_01246	CDS	552	nudC_1	3.6.1.22		NADH pyrophosphatase
INPMIPDD_01247	CDS	597	nudL	3.6.1.-		putative Nudix hydrolase NudL
INPMIPDD_01248	CDS	525	yrdA_1		COG0663	Protein YrdA
INPMIPDD_01249	CDS	219				hypothetical protein
INPMIPDD_01250	CDS	468				hypothetical protein
INPMIPDD_01251	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
INPMIPDD_01252	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
INPMIPDD_01253	CDS	1248				hypothetical protein
INPMIPDD_01254	CDS	813	ypjD		COG4137	Inner membrane protein YpjD
INPMIPDD_01255	CDS	1377	ffh		COG0541	Signal recognition particle protein
INPMIPDD_01256	CDS	258	rpsP		COG0228	30S ribosomal protein S16
INPMIPDD_01257	CDS	540	rimM		COG0806	Ribosome maturation factor RimM
INPMIPDD_01258	CDS	753	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
INPMIPDD_01259	CDS	351	rplS		COG0335	50S ribosomal protein L19
INPMIPDD_01260	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
INPMIPDD_01261	CDS	741	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
INPMIPDD_01262	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
INPMIPDD_01263	CDS	1410	thrC	4.2.3.1	COG0498	Threonine synthase
INPMIPDD_01264	CDS	3630	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
INPMIPDD_01265	CDS	1362				hypothetical protein
INPMIPDD_01266	CDS	663	rcsB		COG2197	Transcriptional regulatory protein RcsB
INPMIPDD_01267	CDS	297				hypothetical protein
INPMIPDD_01268	CDS	879				hypothetical protein
INPMIPDD_01269	CDS	543	yaeQ		COG4681	putative protein YaeQ
INPMIPDD_01270	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
INPMIPDD_01271	CDS	1107	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
INPMIPDD_01272	CDS	2088	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
INPMIPDD_01273	CDS	747				hypothetical protein
INPMIPDD_01274	CDS	5961				hypothetical protein
INPMIPDD_01275	CDS	1623				hypothetical protein
INPMIPDD_01276	CDS	537				hypothetical protein
INPMIPDD_01277	CDS	1281	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
INPMIPDD_01278	CDS	690				hypothetical protein
INPMIPDD_01279	CDS	2352	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
INPMIPDD_01280	CDS	1011	cheB_4	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
INPMIPDD_01281	CDS	1005	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
INPMIPDD_01282	CDS	882	prfB		COG1186	Peptide chain release factor RF2
INPMIPDD_01283	CDS	1503	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
INPMIPDD_01284	CDS	726				hypothetical protein
INPMIPDD_01285	CDS	1278				hypothetical protein
INPMIPDD_01286	CDS	897	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
INPMIPDD_01287	CDS	321				hypothetical protein
INPMIPDD_01288	CDS	783	pal_1			Peptidoglycan-associated lipoprotein
INPMIPDD_01289	CDS	399				hypothetical protein
INPMIPDD_01290	CDS	123				hypothetical protein
INPMIPDD_01291	CDS	2637	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
INPMIPDD_01292	CDS	648	adk	2.7.4.3		Adenylate kinase
INPMIPDD_01293	CDS	675	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
INPMIPDD_01294	CDS	312				hypothetical protein
INPMIPDD_01295	CDS	864				hypothetical protein
INPMIPDD_01296	CDS	690				hypothetical protein
INPMIPDD_01297	CDS	624				hypothetical protein
INPMIPDD_01298	CDS	810	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
INPMIPDD_01299	CDS	690				hypothetical protein
INPMIPDD_01300	CDS	351				hypothetical protein
INPMIPDD_01301	CDS	2502	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
INPMIPDD_01302	CDS	378				hypothetical protein
INPMIPDD_01303	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
INPMIPDD_01304	CDS	1152	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
INPMIPDD_01305	CDS	2496				hypothetical protein
INPMIPDD_01306	CDS	831	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
INPMIPDD_01307	CDS	408	sufE		COG2166	Cysteine desulfuration protein SufE
INPMIPDD_01308	CDS	1206	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
INPMIPDD_01309	CDS	1035	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
INPMIPDD_01310	CDS	348	yffB		COG1393	Protein YffB
INPMIPDD_01311	CDS	231				hypothetical protein
INPMIPDD_01312	CDS	834				hypothetical protein
INPMIPDD_01313	CDS	1194	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
INPMIPDD_01314	CDS	2697	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
INPMIPDD_01315	CDS	783	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
INPMIPDD_01316	CDS	744	rpsB		COG0052	30S ribosomal protein S2
INPMIPDD_01317	CDS	864	tsf		COG0264	Elongation factor Ts
INPMIPDD_01318	CDS	741	pyrH	2.7.4.22	COG0528	Uridylate kinase
INPMIPDD_01319	CDS	558	frr		COG0233	Ribosome-recycling factor
INPMIPDD_01320	CDS	756	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
INPMIPDD_01321	CDS	816	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
INPMIPDD_01322	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
INPMIPDD_01323	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
INPMIPDD_01324	CDS	2397	bamA_1		COG4775	Outer membrane protein assembly factor BamA
INPMIPDD_01325	CDS	504				hypothetical protein
INPMIPDD_01326	CDS	1056	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
INPMIPDD_01327	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
INPMIPDD_01328	CDS	777	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
INPMIPDD_01329	CDS	1143	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
INPMIPDD_01330	CDS	657	rnhB	3.1.26.4	COG0164	Ribonuclease HII
INPMIPDD_01331	CDS	3522	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
INPMIPDD_01332	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
INPMIPDD_01333	CDS	1338	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
INPMIPDD_01334	CDS	1632	pyrG_1	6.3.4.2	COG0504	CTP synthase
INPMIPDD_01335	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
INPMIPDD_01336	CDS	1287	eno	4.2.1.11		Enolase
INPMIPDD_01337	CDS	279	ftsB			Cell division protein FtsB
INPMIPDD_01338	CDS	777	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
INPMIPDD_01339	CDS	897	pgrR_1			HTH-type transcriptional regulator PgrR
INPMIPDD_01340	CDS	1113	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
INPMIPDD_01341	CDS	846	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
INPMIPDD_01342	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
INPMIPDD_01343	CDS	1059	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
INPMIPDD_01344	CDS	750	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
INPMIPDD_01345	CDS	678	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
INPMIPDD_01346	CDS	867	nlpD			Murein hydrolase activator NlpD
INPMIPDD_01347	CDS	1008	rpoS			RNA polymerase sigma factor RpoS
INPMIPDD_01348	CDS	324	fdxA		COG1146	Ferredoxin 1
INPMIPDD_01349	CDS	2580	mutS		COG0249	DNA mismatch repair protein MutS
INPMIPDD_01350	CDS	516	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
INPMIPDD_01351	CDS	1065	recA		COG0468	Protein RecA
INPMIPDD_01352	CDS	423	recX		COG2137	Regulatory protein RecX
INPMIPDD_01353	CDS	1113				hypothetical protein
INPMIPDD_01354	CDS	417				hypothetical protein
INPMIPDD_01355	CDS	711				hypothetical protein
INPMIPDD_01356	CDS	648	degU_1		COG2197	Transcriptional regulatory protein DegU
INPMIPDD_01357	CDS	366	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
INPMIPDD_01358	CDS	894	cmpR_1			HTH-type transcriptional activator CmpR
INPMIPDD_01359	CDS	780	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
INPMIPDD_01360	CDS	693	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
INPMIPDD_01361	CDS	462				hypothetical protein
INPMIPDD_01362	CDS	711	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
INPMIPDD_01363	CDS	441	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
INPMIPDD_01364	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
INPMIPDD_01365	CDS	1092				hypothetical protein
INPMIPDD_01366	CDS	1896	kup			Low affinity potassium transport system protein kup
INPMIPDD_01367	CDS	1335				hypothetical protein
INPMIPDD_01368	CDS	2643	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
INPMIPDD_01369	tRNA	77				tRNA-Met(cat)
INPMIPDD_01370	tRNA	77				tRNA-Met(cat)
INPMIPDD_01371	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
INPMIPDD_01372	CDS	957				hypothetical protein
INPMIPDD_01373	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
INPMIPDD_01374	CDS	1323	oprD_1	3.4.21.-		Porin D
INPMIPDD_01375	CDS	432				hypothetical protein
INPMIPDD_01376	CDS	207	slyX			Protein SlyX
INPMIPDD_01377	CDS	609				hypothetical protein
INPMIPDD_01378	CDS	474			COG0783	putative protein
INPMIPDD_01379	CDS	258				hypothetical protein
INPMIPDD_01380	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
INPMIPDD_01381	CDS	747	pmpR		COG0217	Transcriptional regulatory protein PmpR
INPMIPDD_01382	CDS	525	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
INPMIPDD_01383	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
INPMIPDD_01384	CDS	1062	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
INPMIPDD_01385	CDS	468	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
INPMIPDD_01386	CDS	696	tolQ_4		COG0811	Tol-Pal system protein TolQ
INPMIPDD_01387	CDS	465	exbD_4		COG0848	Biopolymer transport protein ExbD
INPMIPDD_01388	CDS	1071				hypothetical protein
INPMIPDD_01389	CDS	1302	tolB		COG0823	Tol-Pal system protein TolB
INPMIPDD_01390	CDS	504	pal_2		COG2885	Peptidoglycan-associated lipoprotein
INPMIPDD_01391	CDS	627	cpoB		COG1729	Cell division coordinator CpoB
INPMIPDD_01392	CDS	648	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
INPMIPDD_01393	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
INPMIPDD_01394	tRNA	76				tRNA-Lys(ttt)
INPMIPDD_01395	CDS	1914	mcpQ_3		COG0840	Methyl-accepting chemotaxis protein McpQ
INPMIPDD_01396	CDS	189				hypothetical protein
INPMIPDD_01397	CDS	267				hypothetical protein
INPMIPDD_01398	CDS	582	yohD		COG0586	Inner membrane protein YohD
INPMIPDD_01399	CDS	855	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
INPMIPDD_01400	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
INPMIPDD_01401	CDS	1434	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
INPMIPDD_01402	CDS	252	tusA_1		COG0425	Sulfur carrier protein TusA
INPMIPDD_01403	CDS	1071				hypothetical protein
INPMIPDD_01404	CDS	474	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
INPMIPDD_01405	CDS	564	gcvR		COG2716	Glycine cleavage system transcriptional repressor
INPMIPDD_01406	CDS	879	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
INPMIPDD_01407	CDS	1119	bamC			Outer membrane protein assembly factor BamC
INPMIPDD_01408	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
INPMIPDD_01409	CDS	711	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
INPMIPDD_01410	tRNA	90				tRNA-Ser(cga)
INPMIPDD_01411	CDS	321				hypothetical protein
INPMIPDD_01412	CDS	249				hypothetical protein
INPMIPDD_01413	CDS	1122	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
INPMIPDD_01414	CDS	930	dmlR_3			HTH-type transcriptional regulator DmlR
INPMIPDD_01415	CDS	969				hypothetical protein
INPMIPDD_01416	CDS	483				hypothetical protein
INPMIPDD_01417	CDS	1692	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
INPMIPDD_01418	CDS	1509	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
INPMIPDD_01419	CDS	1134	rnd	3.1.13.5	COG0349	Ribonuclease D
INPMIPDD_01420	CDS	294	ycgL		COG3100	Protein YcgL
INPMIPDD_01421	CDS	933	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
INPMIPDD_01422	CDS	594	rutE	1.1.1.298		malonic semialdehyde reductase RutE
INPMIPDD_01423	CDS	450				hypothetical protein
INPMIPDD_01424	CDS	381				hypothetical protein
INPMIPDD_01425	CDS	501				hypothetical protein
INPMIPDD_01426	CDS	897	copB			Copper resistance protein B
INPMIPDD_01427	CDS	1779	copA_2			Copper resistance protein A
INPMIPDD_01428	CDS	375				hypothetical protein
INPMIPDD_01429	CDS	477				hypothetical protein
