locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGBLIEJO_01079	CDS	909	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
MGBLIEJO_01080	CDS	846	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
MGBLIEJO_01081	CDS	1170	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
MGBLIEJO_01082	CDS	1362	oprB		COG3659	Porin B
MGBLIEJO_01083	CDS	876	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
MGBLIEJO_01084	CDS	867	hexR_2		COG1737	HTH-type transcriptional regulator HexR
MGBLIEJO_01085	CDS	1470	zwf	1.1.1.363	COG0364	Glucose-6-phosphate 1-dehydrogenase
MGBLIEJO_01086	CDS	714	pgl_1	3.1.1.31		6-phosphogluconolactonase
MGBLIEJO_01087	CDS	675	eda	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
MGBLIEJO_01088	CDS	240				hypothetical protein
MGBLIEJO_01089	CDS	471				hypothetical protein
MGBLIEJO_01090	CDS	1530				hypothetical protein
MGBLIEJO_01091	CDS	1365	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
MGBLIEJO_01092	CDS	678	czcR_1			Transcriptional activator protein CzcR
MGBLIEJO_01093	CDS	3105	mdtB_1			Multidrug resistance protein MdtB
MGBLIEJO_01094	CDS	1167	mdtA_2			Multidrug resistance protein MdtA
MGBLIEJO_01095	CDS	381				hypothetical protein
MGBLIEJO_01096	CDS	585				hypothetical protein
MGBLIEJO_01097	CDS	753	yadV_1			putative fimbrial chaperone YadV
MGBLIEJO_01098	CDS	2535	fimD_1		COG3188	Outer membrane usher protein FimD
MGBLIEJO_01099	CDS	792	yadV_2			putative fimbrial chaperone YadV
MGBLIEJO_01100	CDS	999				hypothetical protein
MGBLIEJO_01101	CDS	225				hypothetical protein
MGBLIEJO_01102	CDS	756				hypothetical protein
MGBLIEJO_01103	CDS	573				hypothetical protein
MGBLIEJO_01104	CDS	897	cheV_1		COG0784	Chemotaxis protein CheV
MGBLIEJO_01105	CDS	519	dsbB_1		COG1495	Disulfide bond formation protein B
MGBLIEJO_01106	CDS	201				hypothetical protein
MGBLIEJO_01107	CDS	942	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MGBLIEJO_01108	CDS	2013	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MGBLIEJO_01109	CDS	633	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MGBLIEJO_01110	CDS	333	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MGBLIEJO_01111	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MGBLIEJO_01112	CDS	885				hypothetical protein
MGBLIEJO_01113	CDS	642	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MGBLIEJO_01114	CDS	1020	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MGBLIEJO_01115	CDS	999				hypothetical protein
MGBLIEJO_01116	CDS	789	pheC			Cyclohexadienyl dehydratase
MGBLIEJO_01117	CDS	297				hypothetical protein
MGBLIEJO_01118	CDS	1011		1.3.1.103		2-haloacrylate reductase
MGBLIEJO_01119	CDS	519	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
MGBLIEJO_01120	CDS	210				hypothetical protein
MGBLIEJO_01121	CDS	429				hypothetical protein
MGBLIEJO_01122	CDS	963				hypothetical protein
MGBLIEJO_01123	CDS	1740	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
MGBLIEJO_01124	CDS	1257				hypothetical protein
MGBLIEJO_01125	CDS	318				hypothetical protein
MGBLIEJO_01126	CDS	2247				hypothetical protein
MGBLIEJO_01127	CDS	489	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
MGBLIEJO_01128	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
MGBLIEJO_01129	CDS	396				hypothetical protein
MGBLIEJO_01130	CDS	678	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MGBLIEJO_01131	CDS	1536	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MGBLIEJO_01132	CDS	687	rutB_3	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MGBLIEJO_01133	CDS	1017	amiF	3.5.1.49	COG0388	Formamidase
MGBLIEJO_01134	CDS	921				hypothetical protein
MGBLIEJO_01135	CDS	1110				hypothetical protein
MGBLIEJO_01136	CDS	1110				Purine-binding protein
MGBLIEJO_01137	CDS	1818	atzF_1	3.5.1.54		Allophanate hydrolase
MGBLIEJO_01138	CDS	381				hypothetical protein
MGBLIEJO_01139	CDS	480	lrp_3		COG1522	Leucine-responsive regulatory protein
MGBLIEJO_01140	CDS	621				hypothetical protein
MGBLIEJO_01141	CDS	1422	iolT			Major myo-inositol transporter IolT
MGBLIEJO_01142	CDS	417				hypothetical protein
MGBLIEJO_01143	CDS	627				hypothetical protein
MGBLIEJO_01144	CDS	195				hypothetical protein
MGBLIEJO_01145	CDS	1746				hypothetical protein
MGBLIEJO_01146	CDS	486				hypothetical protein
MGBLIEJO_01147	CDS	288				hypothetical protein
MGBLIEJO_01148	CDS	954	aes_1	3.1.1.-		Acetyl esterase
MGBLIEJO_01149	CDS	1020	aptB_1	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
MGBLIEJO_01150	CDS	849	aptA_1	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
MGBLIEJO_01151	CDS	1302	nicT_1			Putative metabolite transport protein NicT
MGBLIEJO_01152	CDS	750	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MGBLIEJO_01153	CDS	918	perR_1			HTH-type transcriptional regulator PerR
MGBLIEJO_01154	CDS	945				hypothetical protein
MGBLIEJO_01155	CDS	1458				hypothetical protein
MGBLIEJO_01156	CDS	1329				hypothetical protein
MGBLIEJO_01157	CDS	495				hypothetical protein
MGBLIEJO_01158	CDS	2160	hopM1			Effector protein HopM1
MGBLIEJO_01159	CDS	390				hypothetical protein
MGBLIEJO_01160	CDS	5370				hypothetical protein
MGBLIEJO_01161	CDS	1524				hypothetical protein
MGBLIEJO_01162	CDS	945	atoC_2		COG2204	Regulatory protein AtoC
MGBLIEJO_01163	CDS	909	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
MGBLIEJO_01164	CDS	327	hrpA			Hrp pili protein HrpA
MGBLIEJO_01165	CDS	1029	hrpZ			Harpin HrpZ
MGBLIEJO_01166	CDS	375				hypothetical protein
MGBLIEJO_01167	CDS	807				hypothetical protein
MGBLIEJO_01168	CDS	528				hypothetical protein
MGBLIEJO_01169	CDS	582				hypothetical protein
MGBLIEJO_01170	CDS	225				hypothetical protein
MGBLIEJO_01171	CDS	432				hypothetical protein
MGBLIEJO_01172	CDS	2106	sctC_1			Type 3 secretion system secretin
MGBLIEJO_01173	CDS	204				hypothetical protein
MGBLIEJO_01174	CDS	348				hypothetical protein
MGBLIEJO_01175	CDS	318				hypothetical protein
MGBLIEJO_01176	CDS	1080	yscU			Yop proteins translocation protein U
MGBLIEJO_01177	CDS	795	spaR		COG4791	Surface presentation of antigens protein SpaR
MGBLIEJO_01178	CDS	267	spaQ		COG4794	Surface presentation of antigens protein SpaQ
MGBLIEJO_01179	CDS	654	spaP		COG4790	Surface presentation of antigens protein SpaP
MGBLIEJO_01180	CDS	402	hrcQb			Type III secretion protein HrcQb
MGBLIEJO_01181	CDS	717	hrcQa			Type III secretion protein hrcQa
MGBLIEJO_01182	CDS	573				hypothetical protein
MGBLIEJO_01183	CDS	447				hypothetical protein
MGBLIEJO_01184	CDS	1350	hrcN	7.1.2.2	COG1157	Type III secretion ATP synthase HrcN
MGBLIEJO_01185	CDS	975				hypothetical protein
MGBLIEJO_01186	CDS	2088	invA		COG4789	Invasion protein InvA
MGBLIEJO_01187	CDS	1107				hypothetical protein
MGBLIEJO_01188	CDS	555	ecfG			ECF RNA polymerase sigma factor EcfG
MGBLIEJO_01189	CDS	2307				hypothetical protein
MGBLIEJO_01190	CDS	972	avrB			Avirulence protein B
MGBLIEJO_01191	CDS	1149				hypothetical protein
MGBLIEJO_01192	CDS	420				hypothetical protein
MGBLIEJO_01193	CDS	411				hypothetical protein
MGBLIEJO_01194	CDS	261				hypothetical protein
MGBLIEJO_01195	CDS	288				hypothetical protein
MGBLIEJO_01196	CDS	288				hypothetical protein
MGBLIEJO_01197	CDS	564				hypothetical protein
MGBLIEJO_01198	CDS	360				hypothetical protein
MGBLIEJO_01199	CDS	1533				IS66 family transposase IS684
MGBLIEJO_01200	CDS	159				hypothetical protein
MGBLIEJO_01201	CDS	1236				hypothetical protein
MGBLIEJO_01202	CDS	468				hypothetical protein
MGBLIEJO_01203	CDS	255				hypothetical protein
MGBLIEJO_01204	CDS	714				hypothetical protein
MGBLIEJO_01205	CDS	1755				hypothetical protein
MGBLIEJO_01206	CDS	207				hypothetical protein
MGBLIEJO_01207	CDS	1242				hypothetical protein
MGBLIEJO_01208	CDS	237				hypothetical protein
MGBLIEJO_01209	CDS	393				hypothetical protein
MGBLIEJO_01210	CDS	201				hypothetical protein
MGBLIEJO_01211	CDS	1200				hypothetical protein
MGBLIEJO_01212	CDS	291				hypothetical protein
MGBLIEJO_01213	CDS	1380				hypothetical protein
MGBLIEJO_01214	CDS	408				hypothetical protein
MGBLIEJO_01215	CDS	1281				hypothetical protein
MGBLIEJO_01216	CDS	225				hypothetical protein
MGBLIEJO_01217	CDS	762				hypothetical protein
MGBLIEJO_01218	CDS	1221	intS_1		COG0582	Prophage integrase IntS
MGBLIEJO_01219	tRNA	85				tRNA-Leu(caa)
MGBLIEJO_01220	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MGBLIEJO_01221	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MGBLIEJO_01222	CDS	336	yajC		COG1862	Sec translocon accessory complex subunit YajC
MGBLIEJO_01223	CDS	1869	secD		COG0342	Protein translocase subunit SecD
MGBLIEJO_01224	CDS	912	secF		COG0341	Protein translocase subunit SecF
MGBLIEJO_01225	CDS	540				hypothetical protein
MGBLIEJO_01226	CDS	816	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
MGBLIEJO_01227	CDS	765	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
MGBLIEJO_01228	CDS	777	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MGBLIEJO_01229	CDS	453	iscR		COG1959	HTH-type transcriptional regulator IscR
MGBLIEJO_01230	CDS	1215	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
MGBLIEJO_01231	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MGBLIEJO_01232	CDS	324	iscA		COG0316	Iron-binding protein IscA
MGBLIEJO_01233	CDS	522	hscB		COG1076	Co-chaperone protein HscB
MGBLIEJO_01234	CDS	1863	hscA		COG0443	Chaperone protein HscA
MGBLIEJO_01235	CDS	342	fdx_1		COG0633	2Fe-2S ferredoxin
MGBLIEJO_01236	CDS	201	iscX		COG2975	Protein IscX
MGBLIEJO_01237	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MGBLIEJO_01238	CDS	1149	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MGBLIEJO_01239	CDS	759				hypothetical protein
MGBLIEJO_01240	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
MGBLIEJO_01241	CDS	1110	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MGBLIEJO_01242	CDS	1290	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MGBLIEJO_01243	CDS	642				hypothetical protein
MGBLIEJO_01244	CDS	1155	bamB		COG1520	Outer membrane protein assembly factor BamB
MGBLIEJO_01245	CDS	1473	der_1		COG1160	GTPase Der
MGBLIEJO_01246	CDS	1149	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
MGBLIEJO_01247	CDS	792	yafV	3.5.1.3		Omega-amidase YafV
MGBLIEJO_01248	CDS	444				hypothetical protein
MGBLIEJO_01249	CDS	870		4.1.1.112	COG2513	Oxaloacetate decarboxylase
MGBLIEJO_01250	CDS	1671	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MGBLIEJO_01251	CDS	825				hypothetical protein
MGBLIEJO_01252	CDS	1416	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MGBLIEJO_01253	CDS	549				hypothetical protein
MGBLIEJO_01254	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MGBLIEJO_01255	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MGBLIEJO_01256	CDS	1590	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
MGBLIEJO_01257	CDS	1188	hmp	1.14.12.17		Flavohemoprotein
MGBLIEJO_01258	CDS	1086	pnoA_1	1.13.12.-		Nitronate monooxygenase
MGBLIEJO_01259	CDS	390				hypothetical protein
MGBLIEJO_01260	CDS	486				hypothetical protein
MGBLIEJO_01261	CDS	1977				hypothetical protein
MGBLIEJO_01262	CDS	1374	mco	1.-.-.-		Multicopper oxidase mco
MGBLIEJO_01263	CDS	510	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MGBLIEJO_01264	CDS	1431	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MGBLIEJO_01265	CDS	3897	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MGBLIEJO_01266	CDS	312			COG0327	GTP cyclohydrolase 1 type 2 
MGBLIEJO_01267	CDS	564				hypothetical protein
MGBLIEJO_01268	CDS	552	nudC_1	3.6.1.22		NADH pyrophosphatase
MGBLIEJO_01269	CDS	597	nudL	3.6.1.-		putative Nudix hydrolase NudL
MGBLIEJO_01270	CDS	525	yrdA_1		COG0663	Protein YrdA
MGBLIEJO_01271	CDS	219				hypothetical protein
MGBLIEJO_01272	CDS	468				hypothetical protein
MGBLIEJO_01273	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MGBLIEJO_01274	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
MGBLIEJO_01275	CDS	1248				hypothetical protein
MGBLIEJO_01276	CDS	813	ypjD		COG4137	Inner membrane protein YpjD
MGBLIEJO_01277	CDS	1377	ffh		COG0541	Signal recognition particle protein
MGBLIEJO_01278	CDS	258	rpsP		COG0228	30S ribosomal protein S16
MGBLIEJO_01279	CDS	540	rimM		COG0806	Ribosome maturation factor RimM
MGBLIEJO_01280	CDS	753	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MGBLIEJO_01281	CDS	351	rplS		COG0335	50S ribosomal protein L19
MGBLIEJO_01282	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
MGBLIEJO_01283	CDS	741	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
MGBLIEJO_01284	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MGBLIEJO_01285	CDS	1410	thrC	4.2.3.1	COG0498	Threonine synthase
MGBLIEJO_01286	CDS	3630	bvgS_1	2.7.13.3		Virulence sensor protein BvgS
MGBLIEJO_01287	CDS	1362				hypothetical protein
MGBLIEJO_01288	CDS	663	rcsB		COG2197	Transcriptional regulatory protein RcsB
MGBLIEJO_01289	CDS	297				hypothetical protein
MGBLIEJO_01290	CDS	168				hypothetical protein
MGBLIEJO_01291	CDS	879				hypothetical protein
MGBLIEJO_01292	CDS	543	yaeQ		COG4681	putative protein YaeQ
MGBLIEJO_01293	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MGBLIEJO_01294	CDS	1107	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
MGBLIEJO_01295	CDS	2088	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MGBLIEJO_01296	CDS	747				hypothetical protein
MGBLIEJO_01297	CDS	5961				hypothetical protein
MGBLIEJO_01298	CDS	1623				hypothetical protein
MGBLIEJO_01299	CDS	537				hypothetical protein
MGBLIEJO_01300	CDS	1281	wspC	2.1.1.-	COG0457	putative biofilm formation methyltransferase WspC
MGBLIEJO_01301	CDS	690				hypothetical protein
MGBLIEJO_01302	CDS	2352	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
MGBLIEJO_01303	CDS	1011	cheB_3	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
MGBLIEJO_01304	CDS	1005	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MGBLIEJO_01305	CDS	882	prfB		COG1186	Peptide chain release factor RF2
MGBLIEJO_01306	CDS	1503	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
MGBLIEJO_01307	CDS	726				hypothetical protein
MGBLIEJO_01308	CDS	1278				hypothetical protein
MGBLIEJO_01309	CDS	897	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
MGBLIEJO_01310	CDS	321				hypothetical protein
MGBLIEJO_01311	CDS	783	pal_1			Peptidoglycan-associated lipoprotein
MGBLIEJO_01312	CDS	399				hypothetical protein
MGBLIEJO_01313	CDS	123				hypothetical protein
MGBLIEJO_01314	CDS	2637	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MGBLIEJO_01315	CDS	648	adk	2.7.4.3		Adenylate kinase
MGBLIEJO_01316	CDS	675	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MGBLIEJO_01317	CDS	312				hypothetical protein
MGBLIEJO_01318	CDS	864				hypothetical protein
MGBLIEJO_01319	CDS	690				hypothetical protein
MGBLIEJO_01320	CDS	624				hypothetical protein
MGBLIEJO_01321	CDS	810	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MGBLIEJO_01322	CDS	690				hypothetical protein
MGBLIEJO_01323	CDS	351				hypothetical protein
MGBLIEJO_01324	CDS	2502	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MGBLIEJO_01325	CDS	378				hypothetical protein
MGBLIEJO_01326	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
MGBLIEJO_01327	CDS	1152	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MGBLIEJO_01328	CDS	2496				hypothetical protein
MGBLIEJO_01329	CDS	831	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MGBLIEJO_01330	CDS	408	sufE		COG2166	Cysteine desulfuration protein SufE
MGBLIEJO_01331	CDS	1206	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
MGBLIEJO_01332	CDS	1035	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MGBLIEJO_01333	CDS	348	yffB		COG1393	Protein YffB
MGBLIEJO_01334	CDS	231				hypothetical protein
MGBLIEJO_01335	CDS	834				hypothetical protein
MGBLIEJO_01336	CDS	1194	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
MGBLIEJO_01337	CDS	2697	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MGBLIEJO_01338	CDS	783	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
MGBLIEJO_01339	CDS	744	rpsB		COG0052	30S ribosomal protein S2
MGBLIEJO_01340	CDS	864	tsf		COG0264	Elongation factor Ts
MGBLIEJO_01341	CDS	741	pyrH	2.7.4.22	COG0528	Uridylate kinase
MGBLIEJO_01342	CDS	558	frr		COG0233	Ribosome-recycling factor
MGBLIEJO_01343	CDS	756	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
MGBLIEJO_01344	CDS	816	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
MGBLIEJO_01345	CDS	1191	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MGBLIEJO_01346	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
MGBLIEJO_01347	CDS	2376	bamA_1		COG4775	Outer membrane protein assembly factor BamA
MGBLIEJO_01348	CDS	504				hypothetical protein
MGBLIEJO_01349	CDS	1056	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
MGBLIEJO_01350	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MGBLIEJO_01351	CDS	777	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MGBLIEJO_01352	CDS	1143	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MGBLIEJO_01353	CDS	657	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MGBLIEJO_01354	CDS	3522	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MGBLIEJO_01355	CDS	948	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MGBLIEJO_01356	CDS	1221	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MGBLIEJO_01357	CDS	1632	pyrG_1	6.3.4.2	COG0504	CTP synthase
MGBLIEJO_01358	CDS	846	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MGBLIEJO_01359	CDS	1287	eno	4.2.1.11		Enolase
MGBLIEJO_01360	CDS	279	ftsB			Cell division protein FtsB
MGBLIEJO_01361	CDS	777	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MGBLIEJO_01362	CDS	897	pgrR_1			HTH-type transcriptional regulator PgrR
MGBLIEJO_01363	CDS	1113	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MGBLIEJO_01364	CDS	846	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
MGBLIEJO_01365	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
MGBLIEJO_01366	CDS	1059	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
MGBLIEJO_01367	CDS	750	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
MGBLIEJO_01368	CDS	678	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MGBLIEJO_01369	CDS	867	nlpD			Murein hydrolase activator NlpD
MGBLIEJO_01370	CDS	1008	rpoS			RNA polymerase sigma factor RpoS
MGBLIEJO_01371	CDS	324	fdxA		COG1146	Ferredoxin 1
MGBLIEJO_01372	CDS	2580	mutS		COG0249	DNA mismatch repair protein MutS
MGBLIEJO_01373	CDS	516	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MGBLIEJO_01374	CDS	1065	recA		COG0468	Protein RecA
MGBLIEJO_01375	CDS	423	recX		COG2137	Regulatory protein RecX
MGBLIEJO_01376	CDS	1113				hypothetical protein
MGBLIEJO_01377	CDS	417				hypothetical protein
MGBLIEJO_01378	CDS	711				hypothetical protein
MGBLIEJO_01379	CDS	648	degU_1		COG2197	Transcriptional regulatory protein DegU
MGBLIEJO_01380	CDS	366	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MGBLIEJO_01381	CDS	894	cmpR_1			HTH-type transcriptional activator CmpR
MGBLIEJO_01382	CDS	780	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
MGBLIEJO_01383	CDS	693	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
MGBLIEJO_01384	CDS	462				hypothetical protein
MGBLIEJO_01385	CDS	711	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MGBLIEJO_01386	CDS	441	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
MGBLIEJO_01387	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
MGBLIEJO_01388	CDS	1092				hypothetical protein
MGBLIEJO_01389	CDS	1896	kup			Low affinity potassium transport system protein kup
MGBLIEJO_01390	CDS	1335				hypothetical protein
MGBLIEJO_01391	CDS	2643	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
MGBLIEJO_01392	tRNA	77				tRNA-Met(cat)
MGBLIEJO_01393	tRNA	77				tRNA-Met(cat)
MGBLIEJO_01394	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
MGBLIEJO_01395	CDS	957				hypothetical protein
MGBLIEJO_01396	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MGBLIEJO_01397	CDS	1347	oprD_1	3.4.21.-		Porin D
MGBLIEJO_01398	CDS	432				hypothetical protein
MGBLIEJO_01399	CDS	207	slyX			Protein SlyX
MGBLIEJO_01400	CDS	609				hypothetical protein
MGBLIEJO_01401	CDS	474			COG0783	putative protein
MGBLIEJO_01402	CDS	258				hypothetical protein
MGBLIEJO_01403	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
MGBLIEJO_01404	CDS	747	pmpR		COG0217	Transcriptional regulatory protein PmpR
MGBLIEJO_01405	CDS	525	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MGBLIEJO_01406	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MGBLIEJO_01407	CDS	1062	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MGBLIEJO_01408	CDS	468	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
MGBLIEJO_01409	CDS	696	tolQ_4		COG0811	Tol-Pal system protein TolQ
MGBLIEJO_01410	CDS	465	exbD_4		COG0848	Biopolymer transport protein ExbD
MGBLIEJO_01411	CDS	1071				hypothetical protein
MGBLIEJO_01412	CDS	1302	tolB		COG0823	Tol-Pal system protein TolB
MGBLIEJO_01413	CDS	504	pal_2		COG2885	Peptidoglycan-associated lipoprotein
MGBLIEJO_01414	CDS	627	cpoB		COG1729	Cell division coordinator CpoB
MGBLIEJO_01415	CDS	648	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MGBLIEJO_01416	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MGBLIEJO_01417	tRNA	76				tRNA-Lys(ttt)
MGBLIEJO_01418	tRNA	77				tRNA-Pro(tgg)
MGBLIEJO_01419	CDS	1404	xerC_2			Tyrosine recombinase XerC
MGBLIEJO_01420	CDS	1911				hypothetical protein
MGBLIEJO_01421	CDS	693	yedK_2	3.4.-.-	COG2135	SOS response-associated protein YedK
MGBLIEJO_01422	CDS	435	umuD_1	3.4.21.-	COG1974	Protein UmuD
MGBLIEJO_01423	CDS	1281	umuC		COG0389	Protein UmuC
MGBLIEJO_01424	CDS	408				hypothetical protein
MGBLIEJO_01425	CDS	1533				hypothetical protein
MGBLIEJO_01426	CDS	375				hypothetical protein
MGBLIEJO_01427	CDS	1368				hypothetical protein
MGBLIEJO_01428	CDS	939				hypothetical protein
MGBLIEJO_01429	CDS	474				hypothetical protein
